Date,Open,High,Low,Close,Adj Close,Volume
2020-06-29,314.0,315.0,310.0,312.0,290.786376953125,56580892
2020-06-30,313.5,314.0,311.0,313.0,291.71832275390625,48991860
2020-07-01,315.0,318.0,314.0,317.5,295.912353515625,29532342
2020-07-02,319.0,322.0,318.0,322.0,300.1064147949219,34526178
2020-07-03,327.0,330.5,326.5,329.5,307.09649658203125,53341987
2020-07-06,332.5,338.0,332.0,338.0,315.01849365234375,57256220
2020-07-07,343.5,346.0,338.0,338.5,315.48455810546875,59046323
2020-07-08,337.5,342.5,337.5,341.0,317.8145446777344,30720218
2020-07-09,346.0,347.0,343.0,345.0,321.5425720214844,35522376
2020-07-10,352.5,353.0,345.5,348.5,324.80462646484375,60902108
2020-07-13,351.0,354.5,350.5,354.5,330.3966369628906,48069523
2020-07-14,355.0,364.0,354.5,363.5,338.78472900390625,61764150
2020-07-15,366.0,370.0,361.0,363.0,338.3187561035156,73438362
2020-07-16,359.0,361.0,353.5,357.5,333.1926574707031,68220512
2020-07-17,361.0,369.0,360.0,367.0,342.0467529296875,65727485
2020-07-20,370.0,370.0,362.5,366.0,341.11474609375,42769238
2020-07-21,372.5,387.0,371.5,383.0,356.9588928222656,64219128
2020-07-22,381.0,386.0,379.0,384.0,357.8908996582031,43759670
2020-07-23,382.0,383.0,379.0,381.5,355.56085205078125,45209282
2020-07-24,390.0,395.0,382.0,386.0,359.75494384765625,86682734
2020-07-27,420.5,424.5,416.5,424.5,395.63720703125,99333798
2020-07-28,464.0,466.5,428.5,435.0,405.4233093261719,166307746
2020-07-29,428.0,431.5,419.5,422.0,393.3071594238281,85663166
2020-07-30,436.5,441.0,428.5,434.0,404.4912414550781,69293949
2020-07-31,426.0,432.0,425.5,425.5,396.5691833496094,49897674
2020-08-03,420.5,424.0,415.0,416.0,387.7151184082031,76429571
2020-08-04,421.5,425.5,418.5,425.5,396.5691833496094,41223445
2020-08-05,430.5,433.5,426.0,429.0,399.83123779296875,47223834
2020-08-06,437.5,438.0,431.0,435.0,405.4233093261719,41029627
2020-08-07,433.5,434.0,428.0,433.0,403.55926513671875,36589460
2020-08-10,427.5,437.5,427.5,435.5,405.8892517089844,36067500
2020-08-11,432.0,435.0,429.0,429.0,399.83123779296875,34545313
2020-08-12,422.0,423.5,419.0,419.0,390.5111083984375,52143474
2020-08-13,428.0,429.0,424.5,429.0,399.83123779296875,44352335
2020-08-14,424.0,428.0,423.0,427.0,397.9671936035156,23419955
2020-08-17,427.0,435.0,425.5,435.0,405.4233093261719,34137731
2020-08-18,440.0,440.5,432.0,433.0,403.55926513671875,41643160
2020-08-19,436.0,436.5,427.5,427.5,398.4331970214844,31486800
2020-08-20,427.0,427.5,401.0,415.0,386.78314208984375,75097235
2020-08-21,421.5,427.0,420.0,424.5,395.63720703125,41609467
2020-08-24,427.5,434.5,425.0,428.0,398.899169921875,48375406
2020-08-25,433.5,436.0,430.5,434.5,404.957275390625,35977899
2020-08-26,435.5,442.0,435.0,442.0,411.9472961425781,39243340
2020-08-27,448.0,453.5,444.0,444.0,413.8113708496094,53072712
2020-08-28,440.0,440.5,431.0,435.0,405.4233093261719,56842210
2020-08-31,437.0,439.5,426.5,426.5,397.501220703125,81480538
2020-09-01,430.0,435.0,428.0,435.0,405.4233093261719,37429577
2020-09-02,441.0,441.0,430.5,433.0,403.55926513671875,34871407
2020-09-03,439.5,439.5,433.5,436.0,406.35528564453125,34951617
2020-09-04,427.0,432.5,427.0,429.0,399.83123779296875,46119911
2020-09-07,428.0,432.5,425.0,426.0,397.03521728515625,32019312
2020-09-08,428.0,433.0,427.5,431.0,401.6951904296875,23714670
2020-09-09,425.0,428.0,423.0,427.0,397.9671936035156,40551362
2020-09-10,432.5,435.0,430.5,435.0,405.4233093261719,35098921
2020-09-11,435.5,436.5,432.5,436.5,406.8212585449219,34298469
2020-09-14,436.0,442.0,435.5,441.0,411.0153503417969,39085833
2020-09-15,440.5,447.0,439.5,445.0,414.74334716796875,39061449
2020-09-16,460.0,462.0,455.5,458.0,426.8594665527344,64261238
2020-09-17,453.0,455.0,446.5,448.5,420.2995910644531,42058506
2020-09-18,447.0,449.5,443.0,444.0,416.08258056640625,52454922
2020-09-21,443.5,450.0,440.0,440.0,412.3340148925781,39463920
2020-09-22,440.0,441.0,436.0,437.0,409.52264404296875,36130639
2020-09-23,436.0,438.5,432.0,433.5,406.24273681640625,45710963
2020-09-24,425.5,429.0,423.0,423.0,396.4029235839844,79806381
2020-09-25,427.0,428.0,421.0,424.0,397.340087890625,38775269
2020-09-28,427.0,431.5,424.5,431.5,404.3684997558594,34156973
2020-09-29,432.5,435.0,428.0,431.0,403.89990234375,32230502
2020-09-30,430.5,435.0,430.5,433.0,405.7742004394531,27334204
2020-10-05,438.0,438.0,431.5,432.5,405.3055114746094,32945832
2020-10-06,441.5,442.0,437.5,439.5,411.865478515625,35775395
2020-10-07,435.0,445.0,435.0,443.0,415.14544677734375,42926239
2020-10-08,450.0,454.0,448.5,453.0,424.5166320800781,60853811
2020-10-12,458.0,462.0,457.5,460.0,431.07647705078125,64719223
2020-10-13,465.0,465.0,456.5,462.0,432.95074462890625,45750738
2020-10-14,460.5,461.0,457.0,459.0,430.139404296875,40809241
2020-10-15,456.0,456.5,450.0,453.0,424.5166320800781,47775028
2020-10-16,451.0,456.0,448.5,449.0,420.7681884765625,46876801
2020-10-19,453.0,457.5,451.0,457.5,428.73370361328125,34470906
2020-10-20,455.5,457.0,451.0,451.0,422.64239501953125,25205638
2020-10-21,453.5,456.0,451.0,453.0,424.5166320800781,28058921
2020-10-22,450.0,455.0,449.5,455.0,426.39093017578125,23438547
2020-10-23,458.0,458.0,451.5,452.0,423.5794677734375,18777385
2020-10-26,455.0,455.0,450.0,450.0,421.70526123046875,15059581
2020-10-27,447.5,448.5,445.5,447.0,418.8939208984375,20117660
2020-10-28,445.0,447.0,443.0,444.0,416.08258056640625,24710230
2020-10-29,436.5,439.5,435.5,437.0,409.52264404296875,41285612
2020-10-30,437.0,437.0,432.0,432.0,404.8370361328125,47668895
2020-11-02,433.0,435.5,428.0,435.5,408.1169738769531,33477443
2020-11-03,439.5,443.0,438.0,441.0,413.2712097167969,30328495
2020-11-04,444.5,451.5,443.0,450.0,421.70526123046875,37512790
2020-11-05,451.5,451.5,445.5,451.0,422.64239501953125,34886108
2020-11-06,455.0,455.5,450.0,452.5,424.0480651855469,30154140
2020-11-09,458.0,460.0,454.0,458.5,429.6707763671875,39245881
2020-11-10,452.0,454.5,448.5,451.0,422.64239501953125,34820499
2020-11-11,448.5,457.0,448.5,457.0,428.26513671875,36765561
2020-11-12,463.0,463.5,457.5,458.0,429.2022705078125,40100880
2020-11-13,459.0,462.0,456.5,462.0,432.95074462890625,31037438
2020-11-16,470.0,484.5,469.0,484.0,453.5674133300781,81994937
2020-11-17,502.0,506.0,485.5,485.5,454.97314453125,72413868
2020-11-18,490.0,497.0,486.5,497.0,465.75006103515625,50387727
2020-11-19,499.0,499.0,490.0,490.0,459.1901550292969,44220053
2020-11-20,486.0,490.0,486.0,488.0,457.31591796875,32281453
2020-11-23,494.5,498.5,492.0,496.5,465.28143310546875,38084006
2020-11-24,499.5,500.0,491.5,492.0,461.06439208984375,35479226
2020-11-25,495.0,495.5,487.0,487.0,456.3788146972656,41419632
2020-11-26,489.0,493.5,488.0,489.0,458.2530822753906,28893033
2020-11-27,487.5,492.0,486.5,489.0,458.2530822753906,32960189
2020-11-30,493.0,493.5,480.5,480.5,450.2874755859375,119895176
2020-12-01,489.5,490.0,483.5,490.0,459.1901550292969,37018651
2020-12-02,499.5,500.0,493.5,499.0,467.6242980957031,50621339
2020-12-03,499.5,499.5,495.0,497.0,465.75006103515625,35651379
2020-12-04,498.5,505.0,497.5,503.0,471.37274169921875,51172005
2020-12-07,512.0,515.0,506.0,514.0,481.68115234375,44271244
2020-12-08,514.0,525.0,509.0,524.0,491.0523376464844,40771761
2020-12-09,521.0,524.0,520.0,520.0,487.3038024902344,43314115
2020-12-10,511.0,515.0,510.0,512.0,479.806884765625,42556926
2020-12-11,517.0,517.0,505.0,516.0,483.5553894042969,45660960
2020-12-14,512.0,513.0,508.0,508.0,476.0583801269531,30260485
2020-12-15,507.0,510.0,504.0,504.0,472.30987548828125,39852366
2020-12-16,509.0,515.0,507.0,512.0,479.806884765625,52012348
2020-12-17,515.0,515.0,508.0,508.0,478.394287109375,38215179
2020-12-18,508.0,512.0,507.0,510.0,480.2777404785156,39924864
2020-12-21,512.0,517.0,508.0,516.0,485.9280700683594,34813281
2020-12-22,512.0,516.0,509.0,509.0,479.33599853515625,22454277
2020-12-23,508.0,511.0,506.0,509.0,479.33599853515625,18086715
2020-12-24,511.0,512.0,508.0,510.0,480.2777404785156,14950143
2020-12-25,514.0,515.0,510.0,511.0,481.21942138671875,12327895
2020-12-28,512.0,515.0,509.0,515.0,484.9863586425781,19087382
2020-12-29,515.0,517.0,513.0,515.0,484.9863586425781,19907528
2020-12-30,516.0,525.0,514.0,525.0,494.403564453125,46292401
2020-12-31,526.0,530.0,524.0,530.0,499.1121520996094,29970398
2021-01-04,530.0,540.0,528.0,536.0,504.762451171875,38770328
2021-01-05,536.0,542.0,535.0,542.0,510.41290283203125,34411866
2021-01-06,555.0,555.0,541.0,549.0,517.0048217773438,53030554
2021-01-07,554.0,570.0,553.0,565.0,532.0724487304688,51166782
2021-01-08,580.0,580.0,571.0,580.0,546.1981201171875,59563555
2021-01-11,577.0,584.0,574.0,584.0,549.9651489257812,48810990
2021-01-12,583.0,597.0,582.0,591.0,556.55712890625,50232426
2021-01-13,595.0,605.0,593.0,605.0,569.7413330078125,62662393
2021-01-14,587.0,597.0,587.0,592.0,557.4988403320312,75288477
2021-01-15,621.0,625.0,601.0,601.0,565.974365234375,92010500
2021-01-18,608.0,608.0,594.0,607.0,571.6246948242188,45726476
2021-01-19,618.0,632.0,613.0,627.0,590.4591064453125,50672866
2021-01-20,633.0,650.0,631.0,647.0,609.2935791015625,82066422
2021-01-21,640.0,679.0,640.0,673.0,633.7783813476562,89019137
2021-01-22,649.0,665.0,649.0,649.0,611.1769409179688,125179403
2021-01-25,642.0,646.0,626.0,633.0,596.1094970703125,93050133
2021-01-26,632.0,640.0,610.0,617.0,581.0418090820312,100153482
2021-01-27,618.0,625.0,611.0,615.0,579.158447265625,59985191
2021-01-28,600.0,608.0,598.0,601.0,565.974365234375,96447533
2021-01-29,619.0,619.0,591.0,591.0,556.55712890625,90745237
2021-02-01,595.0,612.0,587.0,611.0,575.3915405273438,67462398
2021-02-02,629.0,638.0,622.0,632.0,595.1676025390625,78429188
2021-02-03,638.0,642.0,630.0,630.0,593.2842407226562,48738970
2021-02-04,626.0,632.0,620.0,627.0,590.4591064453125,46371900
2021-02-05,638.0,641.0,631.0,632.0,595.1676025390625,53267273
2021-02-17,663.0,668.0,660.0,663.0,624.3610229492188,107614290
2021-02-18,664.0,665.0,656.0,660.0,621.535888671875,53109010
2021-02-19,656.0,657.0,647.0,652.0,614.0021362304688,50279585
2021-02-22,660.0,662.0,650.0,650.0,612.1187133789062,36474610
2021-02-23,641.0,643.0,633.0,641.0,603.6431884765625,50076333
2021-02-24,627.0,636.0,625.0,625.0,588.57568359375,66206750
2021-02-25,636.0,636.0,628.0,635.0,597.9927978515625,43231417
2021-02-26,611.0,618.0,606.0,606.0,570.6829833984375,111861175
2021-03-02,621.0,622.0,609.0,609.0,573.5081176757812,54041533
2021-03-03,609.0,622.0,601.0,622.0,585.7503662109375,48252965
2021-03-04,609.0,611.0,601.0,601.0,565.974365234375,67711962
2021-03-05,588.0,605.0,584.0,601.0,565.974365234375,79918467
2021-03-08,608.0,610.0,598.0,598.0,563.149169921875,43219772
2021-03-09,585.0,595.0,585.0,595.0,560.3239135742188,68768861
2021-03-10,601.0,601.0,593.0,597.0,562.20751953125,40146301
2021-03-11,596.0,612.0,595.0,609.0,573.5081176757812,54416046
2021-03-12,615.0,618.0,609.0,614.0,578.216796875,33168846
2021-03-15,614.0,614.0,609.0,611.0,575.3915405273438,27416758
2021-03-16,610.0,613.0,607.0,613.0,577.27490234375,36949425
2021-03-17,612.0,612.0,602.0,604.0,571.1288452148438,39517807
2021-03-18,606.0,609.0,602.0,602.0,569.2376098632812,29415526
2021-03-19,594.0,598.0,591.0,591.0,558.8363037109375,70866028
2021-03-22,588.0,598.0,586.0,593.0,560.7274169921875,34089033
2021-03-23,597.0,603.0,593.0,594.0,561.6730346679688,29374037
2021-03-24,571.0,582.0,571.0,576.0,544.652587890625,107253959
2021-03-25,572.0,581.0,570.0,575.0,543.7069702148438,67833354
2021-03-26,582.0,592.0,580.0,590.0,557.8906860351562,36829858
2021-03-29,599.0,602.0,596.0,599.0,566.4008178710938,37884733
2021-03-30,600.0,600.0,592.0,597.0,564.5097045898438,33099123
2021-03-31,596.0,597.0,587.0,587.0,555.0538940429688,38790886
2021-04-01,598.0,602.0,594.0,602.0,569.2376098632812,43091157
2021-04-07,614.0,614.0,608.0,610.0,576.80224609375,24603109
2021-04-08,606.0,613.0,603.0,613.0,579.638916015625,23976625
2021-04-09,618.0,618.0,609.0,610.0,576.80224609375,27303862
2021-04-12,612.0,613.0,603.0,605.0,572.0744018554688,22606128
2021-04-13,604.0,613.0,604.0,605.0,572.0744018554688,25971622
2021-04-14,608.0,612.0,600.0,612.0,578.6934814453125,30077913
2021-04-15,612.0,619.0,607.0,619.0,585.3124389648438,33530942
2021-04-16,610.0,611.0,603.0,610.0,576.80224609375,48507383
2021-04-19,605.0,607.0,601.0,603.0,570.1832275390625,24231637
2021-04-20,598.0,602.0,595.0,602.0,569.2376098632812,34771635
2021-04-21,599.0,599.0,592.0,592.0,559.781982421875,38458220
2021-04-22,596.0,598.0,591.0,591.0,558.8363037109375,33868521
2021-04-23,592.0,602.0,590.0,602.0,569.2376098632812,27754511
2021-04-26,605.0,610.0,603.0,610.0,576.80224609375,30887664
2021-04-27,608.0,611.0,605.0,610.0,576.80224609375,26317481
2021-04-28,606.0,608.0,601.0,602.0,569.2376098632812,24024054
2021-04-29,609.0,609.0,600.0,600.0,567.346435546875,31828333
2021-05-03,595.0,597.0,588.0,588.0,555.9995727539062,41762441
2021-05-04,588.0,594.0,582.0,591.0,558.8363037109375,40273595
2021-05-05,594.0,594.0,585.0,585.0,553.1627807617188,29254785
2021-05-06,590.0,590.0,580.0,587.0,555.0538940429688,30725590
2021-05-07,594.0,600.0,589.0,599.0,566.4008178710938,28075722
2021-05-10,596.0,597.0,588.0,589.0,556.9451293945312,20434079
2021-05-11,579.0,580.0,570.0,571.0,539.9246215820312,59349193
2021-05-12,567.0,571.0,518.0,560.0,529.5233154296875,131741482
2021-05-13,547.0,563.0,541.0,547.0,517.2308349609375,66765627
2021-05-14,556.0,562.0,552.0,557.0,526.6865844726562,37533726
2021-05-17,544.0,558.0,541.0,549.0,519.1220092773438,56270958
2021-05-18,563.0,573.0,555.0,572.0,540.8703002929688,43689316
2021-05-19,571.0,572.0,565.0,567.0,536.1423950195312,28908777
2021-05-20,567.0,571.0,560.0,567.0,536.1423950195312,29709287
2021-05-21,572.0,577.0,568.0,573.0,541.81591796875,27376731
2021-05-24,570.0,572.0,566.0,568.0,537.0879516601562,15629736
2021-05-25,576.0,584.0,573.0,583.0,551.2716064453125,33039911
2021-05-26,587.0,588.0,581.0,585.0,553.1627807617188,18703987
2021-05-27,580.0,582.0,573.0,582.0,550.3261108398438,62169719
2021-05-28,587.0,592.0,582.0,590.0,557.8906860351562,29086873
2021-05-31,595.0,597.0,590.0,597.0,564.5097045898438,30657474
2021-06-01,598.0,599.0,595.0,598.0,565.4552001953125,17818326
2021-06-02,600.0,600.0,593.0,595.0,562.6185302734375,21872755
2021-06-03,600.0,600.0,596.0,596.0,563.5640258789062,21077164
2021-06-04,591.0,595.0,590.0,595.0,562.6185302734375,15756180
2021-06-07,594.0,595.0,583.0,592.0,559.781982421875,17077625
2021-06-08,590.0,595.0,588.0,589.0,556.9451293945312,13396324
2021-06-09,586.0,588.0,583.0,586.0,554.1083984375,20023490
2021-06-10,591.0,599.0,587.0,599.0,566.4008178710938,28527745
2021-06-11,602.0,603.0,600.0,602.0,569.2376098632812,24227710
2021-06-15,607.0,609.0,606.0,609.0,575.8566284179688,26012250
2021-06-16,608.0,608.0,605.0,605.0,572.0744018554688,25856919
2021-06-17,601.0,606.0,598.0,606.0,575.3975830078125,22872361
2021-06-18,608.0,608.0,601.0,603.0,572.549072265625,32652017
2021-06-21,590.0,594.0,583.0,583.0,553.5591430664062,44279632
2021-06-22,585.0,588.0,578.0,578.0,548.8115844726562,27823974
2021-06-23,583.0,598.0,581.0,595.0,564.953125,34392376
2021-06-24,598.0,598.0,588.0,590.0,560.2055053710938,16524230
2021-06-25,598.0,598.0,589.0,591.0,561.155029296875,18841696
2021-06-28,590.0,590.0,586.0,590.0,560.2055053710938,15028407
2021-06-29,598.0,598.0,591.0,595.0,564.953125,28659610
2021-06-30,599.0,599.0,595.0,595.0,564.953125,24883853
2021-07-01,596.0,597.0,591.0,593.0,563.0540161132812,18250994
2021-07-02,590.0,593.0,587.0,588.0,558.3065795898438,18322419
2021-07-05,588.0,597.0,588.0,591.0,561.155029296875,28836816
2021-07-06,595.0,596.0,589.0,592.0,562.1045532226562,12997112
2021-07-07,590.0,594.0,588.0,594.0,564.003662109375,16966158
2021-07-08,595.0,595.0,588.0,588.0,558.3065795898438,21140426
2021-07-09,582.0,585.0,580.0,584.0,554.5086059570312,29029415
2021-07-12,595.0,597.0,590.0,593.0,563.0540161132812,31304547
2021-07-13,600.0,608.0,599.0,607.0,576.3470458984375,52540315
2021-07-14,613.0,615.0,608.0,613.0,582.0440673828125,38418875
2021-07-15,613.0,614.0,608.0,614.0,582.99365234375,22012834
2021-07-16,591.0,595.0,588.0,589.0,559.256103515625,57970545
2021-07-19,583.0,584.0,578.0,582.0,552.6094970703125,40644341
2021-07-20,579.0,584.0,579.0,581.0,551.66015625,15354333
2021-07-21,586.0,586.0,580.0,585.0,555.4581298828125,25828732
2021-07-22,589.0,594.0,587.0,591.0,561.155029296875,26058172
2021-07-23,592.0,592.0,583.0,585.0,555.4581298828125,15271451
2021-07-26,591.0,591.0,580.0,580.0,550.7105102539062,21619179
2021-07-27,581.0,584.0,580.0,580.0,550.7105102539062,17785992
2021-07-28,576.0,579.0,573.0,579.0,549.760986328125,36158305
2021-07-29,585.0,585.0,577.0,583.0,553.5591430664062,23224896
2021-07-30,581.0,582.0,578.0,580.0,550.7105102539062,18999281
2021-08-02,583.0,590.0,580.0,590.0,560.2055053710938,23482491
2021-08-03,594.0,594.0,590.0,594.0,564.003662109375,22747702
2021-08-04,598.0,598.0,594.0,596.0,565.902587890625,20313271
2021-08-05,598.0,598.0,593.0,596.0,565.902587890625,15116242
2021-08-06,596.0,596.0,588.0,591.0,561.155029296875,13687213
2021-08-09,590.0,595.0,583.0,595.0,564.953125,17390951
2021-08-10,596.0,596.0,589.0,591.0,561.155029296875,17190865
2021-08-11,590.0,590.0,585.0,590.0,560.2055053710938,19969687
2021-08-12,586.0,588.0,584.0,586.0,556.407470703125,15444622
2021-08-13,585.0,585.0,579.0,581.0,551.66015625,22524428
2021-08-16,582.0,586.0,578.0,584.0,554.5086059570312,19315705
2021-08-17,584.0,584.0,584.0,584.0,554.5086059570312,0
2021-08-18,568.0,575.0,566.0,574.0,545.013671875,43716164
2021-08-19,573.0,573.0,559.0,559.0,530.7710571289062,38868947
2021-08-20,560.0,563.0,551.0,552.0,524.12451171875,45614061
2021-08-23,560.0,572.0,559.0,566.0,537.41748046875,33685159
2021-08-24,574.0,575.0,571.0,572.0,543.1144409179688,24844800
2021-08-25,579.0,585.0,574.0,585.0,555.4581298828125,27504657
2021-08-26,601.0,603.0,591.0,594.0,564.003662109375,43822008
